application_id,checking_status,duration_months,credit_history,purpose,credit_amount,savings_status,employment_since,installment_rate_pct,personal_status_sex,other_debtors,residence_since_years,property,age_years,other_installment_plans,housing,existing_credits_count,job,dependents_count,telephone,foreign_worker,default
0162,none,18,critical_or_other_credits,car_new,1055,lt_100,lt_1y,4,female_divorced_separated_married,none,1,savings_agreement_or_life_insurance,30,none,own,2,skilled_employee,1,none,yes,0
0163,none,15,existing_paid_duly,domestic_appliances,1262,500_to_1000,4_to_7y,4,male_single,none,3,savings_agreement_or_life_insurance,36,none,own,2,skilled_employee,1,yes,yes,0
0164,0_to_200,10,existing_paid_duly,car_new,7308,lt_100,unemployed,2,male_single,none,4,unknown_or_none,70,bank,for_free,1,management_or_self_employed,1,yes,yes,0
0165,none,36,existing_paid_duly,car_new,909,500_to_1000,ge_7y,4,male_single,none,4,savings_agreement_or_life_insurance,36,none,own,1,skilled_employee,1,none,yes,0
0166,none,6,existing_paid_duly,furniture_equipment,2978,500_to_1000,1_to_4y,1,male_single,none,2,car_or_other,32,none,own,1,skilled_employee,1,yes,yes,0
0167,lt_0,18,existing_paid_duly,furniture_equipment,1131,lt_100,unemployed,4,female_divorced_separated_married,none,2,car_or_other,33,none,own,1,skilled_employee,1,none,yes,1
0168,0_to_200,11,existing_paid_duly,furniture_equipment,1577,ge_1000,lt_1y,4,female_divorced_separated_married,none,1,real_estate,20,none,own,1,skilled_employee,1,none,yes,0
0169,none,24,existing_paid_duly,furniture_equipment,3972,lt_100,4_to_7y,2,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,25,none,rent,1,skilled_employee,1,yes,yes,0
0170,0_to_200,24,critical_or_other_credits,business,1935,lt_100,ge_7y,4,male_divorced_separated,none,4,real_estate,31,none,own,2,skilled_employee,1,yes,yes,1
0171,lt_0,15,no_credits_all_paid,car_new,950,lt_100,ge_7y,4,male_single,none,3,car_or_other,33,none,rent,2,skilled_employee,2,none,yes,1
0172,none,12,existing_paid_duly,furniture_equipment,763,lt_100,1_to_4y,4,female_divorced_separated_married,none,1,real_estate,26,none,own,1,skilled_employee,1,yes,yes,0
0173,0_to_200,24,past_delays,furniture_equipment,2064,lt_100,unemployed,3,female_divorced_separated_married,none,2,savings_agreement_or_life_insurance,34,none,own,1,management_or_self_employed,1,yes,yes,1
0174,0_to_200,8,existing_paid_duly,radio_tv,1414,lt_100,1_to_4y,4,male_single,guarantor,2,real_estate,33,none,own,1,skilled_employee,1,none,no,0
0175,lt_0,21,past_delays,education,3414,lt_100,lt_1y,2,male_single,none,1,savings_agreement_or_life_insurance,26,none,own,2,skilled_employee,1,none,yes,1
0176,none,30,all_paid_this_bank,car_used,7485,unknown_or_none,unemployed,4,female_divorced_separated_married,none,1,real_estate,53,bank,own,1,management_or_self_employed,1,yes,yes,1
0177,lt_0,12,existing_paid_duly,furniture_equipment,2577,lt_100,1_to_4y,2,male_divorced_separated,none,1,car_or_other,42,none,own,1,skilled_employee,1,none,yes,0
0178,lt_0,6,critical_or_other_credits,radio_tv,338,500_to_1000,ge_7y,4,male_single,none,4,car_or_other,52,none,own,2,skilled_employee,1,none,yes,0
0179,none,12,existing_paid_duly,radio_tv,1963,lt_100,4_to_7y,4,male_single,none,2,car_or_other,31,none,rent,2,management_or_self_employed,2,yes,yes,0
0180,lt_0,21,critical_or_other_credits,car_new,571,lt_100,ge_7y,4,male_single,none,4,real_estate,65,none,own,2,skilled_employee,1,none,yes,0
0181,none,36,past_delays,business,9572,lt_100,lt_1y,1,male_divorced_separated,none,1,car_or_other,28,none,own,2,skilled_employee,1,none,yes,1
0182,0_to_200,36,past_delays,business,4455,lt_100,1_to_4y,2,male_divorced_separated,none,2,real_estate,30,stores,own,2,management_or_self_employed,1,yes,yes,1
0183,lt_0,21,all_paid_this_bank,car_new,1647,unknown_or_none,1_to_4y,4,male_single,none,2,savings_agreement_or_life_insurance,40,none,own,2,unskilled_resident,2,none,yes,1
0184,none,24,critical_or_other_credits,furniture_equipment,3777,ge_1000,1_to_4y,4,male_single,none,4,real_estate,50,none,own,1,skilled_employee,1,yes,yes,0
0185,0_to_200,18,critical_or_other_credits,car_new,884,lt_100,ge_7y,4,male_single,none,4,car_or_other,36,bank,own,1,skilled_employee,2,yes,yes,1
0186,none,15,critical_or_other_credits,radio_tv,1360,lt_100,1_to_4y,4,male_single,none,2,savings_agreement_or_life_insurance,31,none,own,2,skilled_employee,1,none,yes,0
0187,0_to_200,9,all_paid_this_bank,car_used,5129,lt_100,ge_7y,2,female_divorced_separated_married,none,4,unknown_or_none,74,bank,for_free,1,management_or_self_employed,2,yes,yes,1
0188,0_to_200,16,critical_or_other_credits,car_new,1175,lt_100,unemployed,2,male_single,none,3,car_or_other,68,none,for_free,3,unemployed_unskilled_non_resident,1,yes,yes,0
0189,lt_0,12,existing_paid_duly,radio_tv,674,100_to_500,4_to_7y,4,male_married_widowed,none,1,savings_agreement_or_life_insurance,20,none,own,1,skilled_employee,1,none,yes,1
0190,0_to_200,18,no_credits_all_paid,furniture_equipment,3244,lt_100,1_to_4y,1,female_divorced_separated_married,none,4,car_or_other,33,bank,own,2,skilled_employee,1,yes,yes,0
0191,none,24,existing_paid_duly,business,4591,ge_1000,1_to_4y,2,male_single,none,3,savings_agreement_or_life_insurance,54,none,own,3,management_or_self_employed,1,yes,yes,1
0192,0_to_200,48,no_credits_all_paid,business,3844,100_to_500,4_to_7y,4,male_single,none,4,unknown_or_none,34,none,for_free,1,unskilled_resident,2,none,yes,1
0193,0_to_200,27,existing_paid_duly,business,3915,lt_100,1_to_4y,4,male_single,none,2,car_or_other,36,none,own,1,skilled_employee,2,yes,yes,1
0194,none,6,existing_paid_duly,radio_tv,2108,lt_100,4_to_7y,2,male_married_widowed,none,2,real_estate,29,none,rent,1,skilled_employee,1,none,yes,0
0195,0_to_200,45,existing_paid_duly,radio_tv,3031,100_to_500,1_to_4y,4,male_single,guarantor,4,savings_agreement_or_life_insurance,21,none,rent,1,skilled_employee,1,none,yes,1
0196,0_to_200,9,critical_or_other_credits,education,1501,lt_100,ge_7y,2,female_divorced_separated_married,none,3,car_or_other,34,none,own,2,management_or_self_employed,1,yes,yes,1
0197,none,6,critical_or_other_credits,radio_tv,1382,lt_100,1_to_4y,1,female_divorced_separated_married,none,1,car_or_other,28,none,own,2,skilled_employee,1,yes,yes,0
0198,0_to_200,12,existing_paid_duly,furniture_equipment,951,100_to_500,lt_1y,4,female_divorced_separated_married,none,4,car_or_other,27,bank,rent,4,skilled_employee,1,none,yes,1
0199,0_to_200,24,existing_paid_duly,car_used,2760,unknown_or_none,ge_7y,4,male_single,none,4,unknown_or_none,36,bank,for_free,1,skilled_employee,1,yes,yes,0
0200,0_to_200,18,past_delays,furniture_equipment,4297,lt_100,ge_7y,4,male_divorced_separated,none,3,unknown_or_none,40,none,own,1,management_or_self_employed,1,yes,yes,1
0201,none,9,critical_or_other_credits,education,936,500_to_1000,ge_7y,4,male_single,none,2,car_or_other,52,none,own,2,skilled_employee,1,yes,yes,0
0202,lt_0,12,existing_paid_duly,car_new,1168,lt_100,1_to_4y,4,male_married_widowed,none,3,real_estate,27,none,own,1,unskilled_resident,1,none,yes,0
0203,none,27,past_delays,business,5117,lt_100,4_to_7y,3,male_single,none,4,car_or_other,26,none,own,2,skilled_employee,1,none,yes,0
0204,lt_0,12,existing_paid_duly,retraining,902,lt_100,4_to_7y,4,male_married_widowed,none,4,savings_agreement_or_life_insurance,21,none,rent,1,skilled_employee,1,none,yes,1
0205,none,12,critical_or_other_credits,car_new,1495,lt_100,ge_7y,4,male_single,none,1,real_estate,38,none,own,2,unskilled_resident,2,none,yes,0
0206,lt_0,30,critical_or_other_credits,car_used,10623,lt_100,ge_7y,3,male_single,none,4,unknown_or_none,38,none,for_free,3,management_or_self_employed,2,yes,yes,0
0207,none,12,critical_or_other_credits,furniture_equipment,1935,lt_100,ge_7y,4,male_single,none,4,real_estate,43,none,own,3,skilled_employee,1,yes,yes,0
0208,0_to_200,12,critical_or_other_credits,domestic_appliances,1424,lt_100,4_to_7y,4,male_single,none,3,savings_agreement_or_life_insurance,26,none,own,1,skilled_employee,1,none,yes,0
0209,lt_0,24,existing_paid_duly,business,6568,lt_100,1_to_4y,2,male_married_widowed,none,2,car_or_other,21,stores,own,1,unskilled_resident,1,none,yes,0
0210,none,12,existing_paid_duly,car_used,1413,ge_1000,4_to_7y,3,male_single,none,2,savings_agreement_or_life_insurance,55,none,own,1,skilled_employee,1,none,no,0
0211,none,9,critical_or_other_credits,radio_tv,3074,unknown_or_none,1_to_4y,1,male_single,none,2,real_estate,33,none,own,2,skilled_employee,2,none,yes,0
0212,none,36,existing_paid_duly,radio_tv,3835,unknown_or_none,ge_7y,2,female_divorced_separated_married,none,4,real_estate,45,none,own,1,unskilled_resident,1,yes,yes,0
0213,lt_0,27,no_credits_all_paid,business,5293,lt_100,unemployed,2,male_single,none,4,savings_agreement_or_life_insurance,50,stores,own,2,skilled_employee,1,yes,yes,1
0214,ge_200_or_salary,30,past_delays,business,1908,lt_100,ge_7y,4,male_single,none,4,real_estate,66,none,own,1,management_or_self_employed,1,yes,yes,1
0215,none,36,critical_or_other_credits,radio_tv,3342,unknown_or_none,ge_7y,4,male_single,none,2,car_or_other,51,none,own,1,skilled_employee,1,yes,yes,0
0216,0_to_200,6,critical_or_other_credits,retraining,932,unknown_or_none,4_to_7y,1,female_divorced_separated_married,none,3,savings_agreement_or_life_insurance,39,none,own,2,unskilled_resident,1,none,yes,0
0217,lt_0,18,no_credits_all_paid,business,3104,lt_100,4_to_7y,3,male_single,none,1,savings_agreement_or_life_insurance,31,bank,own,1,skilled_employee,1,yes,yes,0
0218,ge_200_or_salary,36,existing_paid_duly,radio_tv,3913,lt_100,1_to_4y,2,male_single,none,2,real_estate,23,none,own,1,skilled_employee,1,yes,yes,0
0219,lt_0,24,existing_paid_duly,furniture_equipment,3021,lt_100,1_to_4y,2,male_divorced_separated,none,2,real_estate,24,none,rent,1,unskilled_resident,1,none,yes,0
0220,none,10,existing_paid_duly,car_new,1364,lt_100,1_to_4y,2,female_divorced_separated_married,none,4,car_or_other,64,none,own,1,skilled_employee,1,yes,yes,0
0221,0_to_200,12,existing_paid_duly,radio_tv,625,lt_100,lt_1y,4,male_married_widowed,guarantor,1,real_estate,26,bank,own,1,unskilled_resident,1,none,yes,0
0222,lt_0,12,existing_paid_duly,education,1200,unknown_or_none,1_to_4y,4,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,23,bank,rent,1,skilled_employee,1,yes,yes,0
0223,none,12,existing_paid_duly,radio_tv,707,lt_100,1_to_4y,4,male_single,none,2,real_estate,30,bank,own,2,skilled_employee,1,none,yes,0
0224,none,24,past_delays,business,2978,unknown_or_none,1_to_4y,4,male_single,none,4,real_estate,32,none,own,2,skilled_employee,2,yes,yes,0
0225,none,15,existing_paid_duly,car_used,4657,lt_100,1_to_4y,3,male_single,none,2,car_or_other,30,none,own,1,skilled_employee,1,yes,yes,0
0226,none,36,no_credits_all_paid,repairs,2613,lt_100,1_to_4y,4,male_single,none,2,car_or_other,27,none,own,2,skilled_employee,1,none,yes,0
0227,0_to_200,48,existing_paid_duly,radio_tv,10961,ge_1000,4_to_7y,1,male_single,co_applicant,2,unknown_or_none,27,bank,own,2,skilled_employee,1,yes,yes,1
0228,lt_0,12,existing_paid_duly,furniture_equipment,7865,lt_100,ge_7y,4,male_single,none,4,unknown_or_none,53,none,for_free,1,management_or_self_employed,1,yes,yes,1
0229,none,9,existing_paid_duly,radio_tv,1478,lt_100,4_to_7y,4,male_single,none,2,car_or_other,22,none,own,1,skilled_employee,1,none,yes,1
0230,lt_0,24,existing_paid_duly,furniture_equipment,3149,lt_100,lt_1y,4,male_single,none,1,unknown_or_none,22,bank,for_free,1,skilled_employee,1,none,yes,0
0231,ge_200_or_salary,36,existing_paid_duly,radio_tv,4210,lt_100,1_to_4y,4,male_single,none,2,car_or_other,26,none,own,1,skilled_employee,1,none,yes,1
0232,none,9,existing_paid_duly,car_new,2507,500_to_1000,ge_7y,2,male_single,none,4,unknown_or_none,51,none,for_free,1,unskilled_resident,1,none,yes,0
0233,none,12,existing_paid_duly,radio_tv,2141,100_to_500,4_to_7y,3,male_single,none,1,unknown_or_none,35,none,own,1,skilled_employee,1,none,yes,0
0234,0_to_200,18,existing_paid_duly,radio_tv,866,lt_100,1_to_4y,4,male_married_widowed,guarantor,2,real_estate,25,none,own,1,unskilled_resident,1,none,yes,0
0235,none,4,critical_or_other_credits,radio_tv,1544,lt_100,4_to_7y,2,male_single,none,1,real_estate,42,none,own,3,unskilled_resident,2,none,yes,0
0236,lt_0,24,existing_paid_duly,radio_tv,1823,lt_100,unemployed,4,male_single,none,2,car_or_other,30,stores,own,1,management_or_self_employed,2,none,yes,1
0237,0_to_200,6,existing_paid_duly,car_new,14555,unknown_or_none,unemployed,1,male_single,none,2,savings_agreement_or_life_insurance,23,none,own,1,unemployed_unskilled_non_resident,1,yes,yes,1
0238,0_to_200,21,existing_paid_duly,business,2767,100_to_500,ge_7y,4,male_divorced_separated,none,2,car_or_other,61,bank,rent,2,unskilled_resident,1,none,yes,1
0239,none,12,critical_or_other_credits,radio_tv,1291,lt_100,1_to_4y,4,female_divorced_separated_married,none,2,savings_agreement_or_life_insurance,35,none,own,2,skilled_employee,1,none,yes,0
0240,lt_0,30,existing_paid_duly,radio_tv,2522,lt_100,ge_7y,1,male_single,guarantor,3,savings_agreement_or_life_insurance,39,none,own,1,skilled_employee,2,none,yes,0
0241,lt_0,24,existing_paid_duly,car_new,915,unknown_or_none,ge_7y,4,female_divorced_separated_married,none,2,car_or_other,29,bank,own,1,skilled_employee,1,none,yes,1
0242,none,6,existing_paid_duly,radio_tv,1595,lt_100,4_to_7y,3,male_single,none,2,savings_agreement_or_life_insurance,51,none,own,1,skilled_employee,2,none,yes,0
0243,lt_0,48,no_credits_all_paid,car_used,4605,lt_100,ge_7y,3,male_single,none,4,unknown_or_none,24,none,for_free,2,skilled_employee,2,none,yes,1
0244,none,12,critical_or_other_credits,business,1185,lt_100,1_to_4y,3,female_divorced_separated_married,none,2,real_estate,27,none,own,2,skilled_employee,1,none,yes,0
0245,none,12,all_paid_this_bank,retraining,3447,500_to_1000,1_to_4y,4,female_divorced_separated_married,none,3,real_estate,35,none,own,1,unskilled_resident,2,none,yes,0
0246,none,24,existing_paid_duly,business,1258,lt_100,4_to_7y,4,male_single,none,1,real_estate,25,none,own,1,skilled_employee,1,yes,yes,0
0247,none,12,critical_or_other_credits,radio_tv,717,lt_100,ge_7y,4,male_single,none,4,real_estate,52,none,own,3,skilled_employee,1,none,yes,0
0248,none,6,no_credits_all_paid,car_new,1204,100_to_500,1_to_4y,4,male_single,none,1,unknown_or_none,35,bank,rent,1,skilled_employee,1,none,no,0
0249,ge_200_or_salary,24,existing_paid_duly,furniture_equipment,1925,lt_100,1_to_4y,2,male_single,none,2,real_estate,26,none,own,1,skilled_employee,1,none,yes,0
0250,none,18,existing_paid_duly,radio_tv,433,lt_100,unemployed,3,female_divorced_separated_married,co_applicant,4,real_estate,22,none,rent,1,skilled_employee,1,none,yes,1
0251,lt_0,6,critical_or_other_credits,car_new,666,ge_1000,4_to_7y,3,female_divorced_separated_married,none,4,real_estate,39,none,own,2,unskilled_resident,1,yes,yes,0
0252,ge_200_or_salary,12,existing_paid_duly,furniture_equipment,2251,lt_100,1_to_4y,1,female_divorced_separated_married,none,2,car_or_other,46,none,own,1,unskilled_resident,1,none,yes,0
0253,0_to_200,30,existing_paid_duly,car_new,2150,lt_100,1_to_4y,4,female_divorced_separated_married,guarantor,2,unknown_or_none,24,bank,own,1,skilled_employee,1,none,yes,1
0254,none,24,past_delays,furniture_equipment,4151,100_to_500,1_to_4y,2,male_single,none,3,savings_agreement_or_life_insurance,35,none,own,2,skilled_employee,1,none,yes,0
0255,0_to_200,9,existing_paid_duly,furniture_equipment,2030,unknown_or_none,4_to_7y,2,male_single,none,1,car_or_other,24,none,own,1,skilled_employee,1,yes,yes,0
0256,0_to_200,60,past_delays,radio_tv,7418,unknown_or_none,1_to_4y,1,male_single,none,1,real_estate,27,none,own,1,unskilled_resident,1,none,yes,0
0257,none,24,critical_or_other_credits,radio_tv,2684,lt_100,1_to_4y,4,male_single,none,2,real_estate,35,none,own,2,unskilled_resident,1,none,yes,0
0258,lt_0,12,all_paid_this_bank,radio_tv,2149,lt_100,1_to_4y,4,male_divorced_separated,none,1,unknown_or_none,29,none,for_free,1,skilled_employee,1,none,yes,1
0259,none,15,existing_paid_duly,car_used,3812,100_to_500,lt_1y,1,female_divorced_separated_married,none,4,car_or_other,23,none,own,1,skilled_employee,1,yes,yes,0
0260,none,11,critical_or_other_credits,radio_tv,1154,100_to_500,unemployed,4,female_divorced_separated_married,none,4,real_estate,57,none,own,3,unskilled_resident,1,none,yes,0
0261,lt_0,12,existing_paid_duly,furniture_equipment,1657,lt_100,1_to_4y,2,male_single,none,2,real_estate,27,none,own,1,skilled_employee,1,none,yes,0
0262,lt_0,24,existing_paid_duly,radio_tv,1603,lt_100,ge_7y,4,female_divorced_separated_married,none,4,car_or_other,55,none,own,1,skilled_employee,1,none,yes,0
0263,lt_0,18,critical_or_other_credits,car_new,5302,lt_100,ge_7y,2,male_single,none,4,unknown_or_none,36,none,for_free,3,management_or_self_employed,1,yes,yes,0
0264,none,12,critical_or_other_credits,education,2748,lt_100,ge_7y,2,female_divorced_separated_married,none,4,unknown_or_none,57,bank,for_free,3,unskilled_resident,1,none,yes,0
0265,none,10,critical_or_other_credits,car_new,1231,lt_100,ge_7y,3,male_single,none,4,real_estate,32,none,own,2,unskilled_resident,2,none,no,0
0266,0_to_200,15,existing_paid_duly,radio_tv,802,lt_100,ge_7y,4,male_single,none,3,car_or_other,37,none,own,1,skilled_employee,2,none,yes,1
0267,none,36,critical_or_other_credits,business,6304,unknown_or_none,ge_7y,4,male_single,none,4,real_estate,36,none,own,2,skilled_employee,1,none,yes,0
0268,none,24,existing_paid_duly,radio_tv,1533,lt_100,lt_1y,4,female_divorced_separated_married,none,3,car_or_other,38,stores,own,1,skilled_employee,1,yes,yes,0
0269,lt_0,14,existing_paid_duly,car_new,8978,lt_100,ge_7y,1,male_divorced_separated,none,4,savings_agreement_or_life_insurance,45,none,own,1,management_or_self_employed,1,yes,no,1
0270,none,24,existing_paid_duly,radio_tv,999,unknown_or_none,ge_7y,4,male_single,none,2,car_or_other,25,none,own,2,skilled_employee,1,none,yes,0
0271,none,18,existing_paid_duly,car_new,2662,unknown_or_none,4_to_7y,4,male_single,none,3,savings_agreement_or_life_insurance,32,none,own,1,skilled_employee,1,none,no,0
0272,none,12,critical_or_other_credits,furniture_equipment,1402,500_to_1000,4_to_7y,3,female_divorced_separated_married,none,4,car_or_other,37,none,rent,1,skilled_employee,1,yes,yes,0
0273,0_to_200,48,all_paid_this_bank,car_new,12169,unknown_or_none,unemployed,4,male_single,co_applicant,4,unknown_or_none,36,none,for_free,1,management_or_self_employed,1,yes,yes,0
0274,0_to_200,48,existing_paid_duly,radio_tv,3060,lt_100,4_to_7y,4,male_single,none,4,real_estate,28,none,own,2,skilled_employee,1,none,yes,1
0275,lt_0,30,existing_paid_duly,repairs,11998,lt_100,lt_1y,1,male_divorced_separated,none,1,unknown_or_none,34,none,own,1,unskilled_resident,1,yes,yes,1
0276,none,9,existing_paid_duly,radio_tv,2697,lt_100,1_to_4y,1,male_single,none,2,real_estate,32,none,own,1,skilled_employee,2,none,yes,0
0277,none,18,critical_or_other_credits,radio_tv,2404,lt_100,1_to_4y,2,female_divorced_separated_married,none,2,car_or_other,26,none,own,2,skilled_employee,1,none,yes,0
0278,lt_0,12,existing_paid_duly,furniture_equipment,1262,unknown_or_none,ge_7y,2,male_divorced_separated,none,4,savings_agreement_or_life_insurance,49,none,own,1,unskilled_resident,1,yes,yes,0
0279,none,6,existing_paid_duly,furniture_equipment,4611,lt_100,lt_1y,1,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,32,none,own,1,skilled_employee,1,none,yes,1
0280,none,24,existing_paid_duly,radio_tv,1901,100_to_500,1_to_4y,4,male_single,none,4,car_or_other,29,none,rent,1,management_or_self_employed,1,yes,yes,0
0281,none,15,critical_or_other_credits,car_used,3368,ge_1000,ge_7y,3,male_single,none,4,unknown_or_none,23,none,rent,2,skilled_employee,1,yes,yes,0
0282,none,12,existing_paid_duly,furniture_equipment,1574,lt_100,1_to_4y,4,male_single,none,2,real_estate,50,none,own,1,skilled_employee,1,none,yes,0
0283,ge_200_or_salary,18,all_paid_this_bank,radio_tv,1445,unknown_or_none,4_to_7y,4,male_single,none,4,car_or_other,49,bank,own,1,unskilled_resident,1,none,yes,0
0284,none,15,critical_or_other_credits,furniture_equipment,1520,unknown_or_none,ge_7y,4,male_single,none,4,savings_agreement_or_life_insurance,63,none,own,1,skilled_employee,1,none,yes,0
0285,0_to_200,24,critical_or_other_credits,car_new,3878,100_to_500,lt_1y,4,male_divorced_separated,none,2,car_or_other,37,none,own,1,skilled_employee,1,yes,yes,0
0286,lt_0,47,existing_paid_duly,car_new,10722,lt_100,lt_1y,1,female_divorced_separated_married,none,1,real_estate,35,none,own,1,unskilled_resident,1,yes,yes,0
0287,lt_0,48,existing_paid_duly,car_used,4788,lt_100,4_to_7y,4,male_single,none,3,savings_agreement_or_life_insurance,26,none,own,1,skilled_employee,2,none,yes,0
0288,0_to_200,48,past_delays,other,7582,100_to_500,unemployed,2,male_single,none,4,unknown_or_none,31,none,for_free,1,management_or_self_employed,1,yes,yes,0
0289,0_to_200,12,existing_paid_duly,radio_tv,1092,lt_100,1_to_4y,4,female_divorced_separated_married,guarantor,4,real_estate,49,none,own,2,skilled_employee,1,yes,yes,0
0290,lt_0,24,past_delays,radio_tv,1024,lt_100,lt_1y,4,male_married_widowed,none,4,real_estate,48,stores,own,1,skilled_employee,1,none,yes,1
0291,none,12,existing_paid_duly,business,1076,lt_100,1_to_4y,2,male_married_widowed,none,2,real_estate,26,none,own,1,skilled_employee,1,yes,no,0
0292,0_to_200,36,existing_paid_duly,car_used,9398,lt_100,lt_1y,1,male_married_widowed,none,4,car_or_other,28,none,rent,1,management_or_self_employed,1,yes,yes,1
0293,lt_0,24,critical_or_other_credits,car_used,6419,lt_100,ge_7y,2,female_divorced_separated_married,none,4,unknown_or_none,44,none,for_free,2,management_or_self_employed,2,yes,yes,0
0294,ge_200_or_salary,42,critical_or_other_credits,car_used,4796,lt_100,ge_7y,4,male_single,none,4,unknown_or_none,56,none,for_free,1,skilled_employee,1,none,yes,0
0295,none,48,critical_or_other_credits,business,7629,unknown_or_none,ge_7y,4,male_divorced_separated,none,2,car_or_other,46,bank,own,2,management_or_self_employed,2,none,yes,0
0296,0_to_200,48,existing_paid_duly,furniture_equipment,9960,lt_100,lt_1y,1,female_divorced_separated_married,none,2,car_or_other,26,none,own,1,skilled_employee,1,yes,yes,1
0297,none,12,existing_paid_duly,car_used,4675,unknown_or_none,lt_1y,1,female_divorced_separated_married,none,4,car_or_other,20,none,rent,1,skilled_employee,1,none,yes,0
0298,none,10,existing_paid_duly,car_new,1287,unknown_or_none,ge_7y,4,male_single,co_applicant,2,savings_agreement_or_life_insurance,45,none,own,1,unskilled_resident,1,none,no,0
0299,none,18,existing_paid_duly,furniture_equipment,2515,lt_100,1_to_4y,3,male_single,none,4,real_estate,43,none,own,1,skilled_employee,1,yes,yes,0
0300,0_to_200,21,critical_or_other_credits,furniture_equipment,2745,ge_1000,4_to_7y,3,male_single,none,2,car_or_other,32,none,own,2,skilled_employee,1,yes,yes,0
0301,none,6,existing_paid_duly,car_new,672,lt_100,unemployed,1,female_divorced_separated_married,none,4,real_estate,54,none,own,1,unemployed_unskilled_non_resident,1,yes,yes,0
0302,0_to_200,36,no_credits_all_paid,radio_tv,3804,lt_100,1_to_4y,4,female_divorced_separated_married,none,1,car_or_other,42,none,own,1,skilled_employee,1,yes,yes,1
0303,ge_200_or_salary,24,critical_or_other_credits,car_new,1344,unknown_or_none,4_to_7y,4,male_single,none,2,real_estate,37,bank,own,2,unskilled_resident,2,none,yes,1
0304,lt_0,10,critical_or_other_credits,car_new,1038,lt_100,4_to_7y,4,male_single,co_applicant,3,savings_agreement_or_life_insurance,49,none,own,2,skilled_employee,1,yes,yes,0
0305,none,48,critical_or_other_credits,car_new,10127,500_to_1000,1_to_4y,2,male_single,none,2,unknown_or_none,44,bank,for_free,1,skilled_employee,1,none,yes,1
0306,none,6,existing_paid_duly,furniture_equipment,1543,ge_1000,1_to_4y,4,male_divorced_separated,none,2,real_estate,33,none,own,1,skilled_employee,1,none,yes,0
0307,none,30,existing_paid_duly,car_used,4811,unknown_or_none,4_to_7y,2,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,24,stores,rent,1,unskilled_resident,1,none,yes,0
0308,lt_0,12,existing_paid_duly,radio_tv,727,100_to_500,lt_1y,4,male_married_widowed,none,3,unknown_or_none,33,none,own,1,unskilled_resident,1,yes,yes,1
0309,0_to_200,8,existing_paid_duly,furniture_equipment,1237,lt_100,1_to_4y,3,female_divorced_separated_married,none,4,real_estate,24,none,own,1,skilled_employee,1,none,yes,1
0310,0_to_200,9,existing_paid_duly,car_new,276,lt_100,1_to_4y,4,male_married_widowed,none,4,real_estate,22,none,rent,1,unskilled_resident,1,none,yes,0
0311,0_to_200,48,existing_paid_duly,other,5381,unknown_or_none,unemployed,3,male_single,none,4,unknown_or_none,40,bank,for_free,1,unemployed_unskilled_non_resident,1,yes,yes,0
0312,none,24,existing_paid_duly,furniture_equipment,5511,100_to_500,1_to_4y,4,male_single,none,1,car_or_other,25,stores,own,1,skilled_employee,1,none,yes,0
0313,ge_200_or_salary,24,existing_paid_duly,furniture_equipment,3749,lt_100,lt_1y,2,female_divorced_separated_married,none,4,car_or_other,26,none,own,1,skilled_employee,1,none,yes,0
0314,0_to_200,12,existing_paid_duly,car_new,685,lt_100,4_to_7y,2,male_married_widowed,none,3,car_or_other,25,bank,own,1,unskilled_resident,1,none,yes,1
0315,ge_200_or_salary,4,existing_paid_duly,car_new,1494,unknown_or_none,lt_1y,1,male_single,none,2,real_estate,29,none,own,1,unskilled_resident,2,none,no,0
0316,lt_0,36,all_paid_this_bank,furniture_equipment,2746,lt_100,ge_7y,4,male_single,none,4,car_or_other,31,bank,own,1,skilled_employee,1,none,yes,1
0317,lt_0,12,existing_paid_duly,furniture_equipment,708,lt_100,1_to_4y,2,male_single,guarantor,3,savings_agreement_or_life_insurance,38,none,own,1,unskilled_resident,2,none,yes,0
0318,0_to_200,24,existing_paid_duly,furniture_equipment,4351,unknown_or_none,1_to_4y,1,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,48,none,own,1,unskilled_resident,1,yes,yes,0
0319,none,12,critical_or_other_credits,education,701,lt_100,1_to_4y,4,male_single,none,2,car_or_other,32,none,own,2,skilled_employee,1,none,yes,0
0320,lt_0,15,past_delays,furniture_equipment,3643,lt_100,ge_7y,1,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,27,none,own,2,unskilled_resident,1,none,yes,0
0321,0_to_200,30,critical_or_other_credits,car_new,4249,lt_100,unemployed,4,male_married_widowed,none,2,car_or_other,28,none,own,2,management_or_self_employed,1,none,yes,1
0322,lt_0,24,existing_paid_duly,radio_tv,1938,lt_100,lt_1y,4,male_divorced_separated,none,3,savings_agreement_or_life_insurance,32,none,own,1,skilled_employee,1,none,yes,1
0323,lt_0,24,existing_paid_duly,car_used,2910,lt_100,4_to_7y,2,male_single,none,1,unknown_or_none,34,none,for_free,1,management_or_self_employed,1,yes,yes,0
