application_id,age,income,loan_amount,term_months,credit_utilisation,num_delinquencies,employment_status,housing,purpose,region,default
A00337,39,53442.36,22640.3,48,0.703,0,employed,rent,other,WA,1
A00338,36,104947.09,22275.49,24,0.772,1,employed,rent,education,WA,0
A00339,27,35066.6,24764.16,36,0.2373,0,self_employed,own,home_improvement,QLD,0
A00340,68,49825.57,16266.01,48,0.119,1,employed,own,education,NSW,0
A00341,57,49554.37,4365.36,36,0.1565,0,self_employed,own,other,QLD,1
A00342,43,77182.47,10111.43,12,0.2727,0,self_employed,rent,debt_consolidation,QLD,1
A00343,32,86713.7,13205.02,48,0.193,1,employed,mortgage,home_improvement,NSW,0
A00344,51,27467.26,8691.7,36,0.1402,1,employed,rent,car,QLD,0
A00345,41,35889.39,18896.96,60,0.1581,1,employed,mortgage,home_improvement,NSW,0
A00346,52,63043.71,8812.02,24,0.2776,0,employed,own,home_improvement,VIC,0
A00347,25,40279.09,6276.4,48,0.5363,0,employed,own,other,NSW,0
A00348,30,27307.25,26018.92,48,0.4086,2,employed,rent,education,NSW,1
A00349,57,86449.52,16311.12,24,0.0359,1,employed,own,debt_consolidation,WA,1
A00350,24,67662.44,12475.88,24,0.1209,0,employed,own,home_improvement,QLD,0
A00351,54,67638.31,19072.93,24,0.3927,0,employed,own,education,NSW,0
A00352,41,43741.36,20692.37,12,0.1155,0,self_employed,own,car,QLD,0
A00353,21,86079.13,13421.61,24,0.4788,1,employed,rent,education,SA,0
A00354,58,48631.07,2503.4,24,0.1838,0,employed,rent,other,QLD,0
A00355,55,88733.78,7292.83,12,0.2928,2,self_employed,mortgage,debt_consolidation,QLD,0
A00356,60,35945.19,8316.96,48,0.5587,0,self_employed,mortgage,other,NSW,0
A00357,64,36887.91,6060.09,24,0.1654,1,self_employed,own,education,QLD,0
A00358,56,59402.91,12322.8,36,0.3885,1,self_employed,mortgage,other,VIC,0
A00359,62,39495.84,22366.54,24,0.2515,0,employed,mortgage,home_improvement,SA,0
A00360,26,73420.1,8176.8,24,0.4963,1,unemployed,rent,other,QLD,1
A00361,66,60903.11,5536.4,48,0.0915,0,employed,mortgage,debt_consolidation,VIC,0
A00362,65,,36931.53,36,0.2254,0,employed,rent,education,WA,0
A00363,55,55982.23,8342.66,36,0.0864,0,self_employed,own,home_improvement,QLD,0
A00364,60,46255.01,5219.83,24,0.5166,0,self_employed,own,debt_consolidation,NSW,0
A00365,57,81807.55,12614.55,36,0.2655,0,employed,own,car,NSW,0
A00366,64,40755.71,14120.88,48,0.5807,0,employed,rent,education,NSW,0
A00367,64,44461.2,7165.05,24,0.3319,0,self_employed,rent,other,QLD,0
A00368,46,93438.3,17575.69,36,0.3595,0,self_employed,rent,education,NSW,1
A00369,61,148355.55,8164.97,36,0.2597,0,employed,own,home_improvement,NSW,0
A00370,65,133192.92,6286.94,12,0.2005,1,,own,home_improvement,QLD,0
A00371,35,55739.84,12175.18,60,0.3995,0,employed,rent,other,NSW,0
A00372,23,59783.48,17369.33,36,0.4,1,retired,rent,home_improvement,NSW,0
A00373,29,108018.35,7477.76,24,0.2513,0,employed,rent,education,NSW,0
A00374,22,51226.09,13338.04,48,0.3176,0,self_employed,own,education,NSW,1
A00375,42,34913.99,10341.34,48,0.1582,0,employed,own,education,VIC,0
A00376,21,57101.98,59555.28,36,0.261,0,employed,mortgage,education,NSW,1
A00377,33,66382.09,7149.98,60,0.2752,0,,rent,other,SA,0
A00378,33,37305.0,25096.98,12,0.1051,0,self_employed,own,other,NSW,0
A00379,55,25827.52,10599.82,36,0.1613,0,retired,mortgage,home_improvement,NSW,0
A00380,33,28380.9,10136.95,36,0.5658,1,employed,own,debt_consolidation,NSW,0
A00381,67,73089.73,16865.06,60,0.3777,0,employed,own,home_improvement,WA,0
A00382,30,38512.21,18702.16,36,0.2908,0,employed,rent,debt_consolidation,QLD,0
A00383,68,50837.72,23393.4,36,0.3473,0,employed,mortgage,other,NSW,0
A00384,48,59614.34,13322.25,24,0.4416,0,employed,rent,car,NSW,0
A00385,32,71583.04,7629.38,36,0.2541,0,retired,rent,car,NSW,0
A00386,22,46597.11,7922.11,36,0.1031,2,employed,mortgage,car,QLD,1
A00387,35,67807.09,14850.55,60,0.06,1,self_employed,rent,home_improvement,QLD,0
A00388,49,36296.36,15499.14,48,0.3565,0,self_employed,own,car,QLD,1
A00389,26,46038.29,25306.85,36,0.3345,1,employed,rent,education,VIC,1
A00390,29,34166.91,14059.57,60,0.1077,1,employed,rent,debt_consolidation,VIC,0
A00391,26,90155.86,20663.02,12,0.7246,1,employed,own,other,QLD,1
A00392,54,53520.1,27175.27,48,0.2469,0,employed,own,other,NSW,0
A00393,25,38844.11,12074.85,36,0.1118,1,employed,rent,home_improvement,WA,0
A00394,22,46232.24,4485.77,48,0.1998,0,self_employed,mortgage,car,QLD,1
A00395,43,49031.69,5390.72,24,0.1955,0,self_employed,mortgage,other,QLD,0
A00396,36,74253.03,4616.16,36,0.0924,1,employed,rent,car,NSW,0
A00397,48,26422.3,28423.01,48,0.1731,1,employed,rent,car,NSW,0
A00398,66,33970.83,6578.45,12,0.4906,0,unemployed,mortgage,education,SA,0
A00399,63,45699.92,22904.87,24,0.259,0,employed,mortgage,education,SA,0
A00400,47,169318.63,15544.14,36,0.0144,0,employed,rent,home_improvement,QLD,0
A00401,52,83287.65,30612.43,48,0.3222,0,self_employed,mortgage,debt_consolidation,WA,0
A00402,60,51526.25,19967.4,24,0.1055,1,self_employed,rent,car,VIC,0
A00403,42,74637.61,10286.4,48,0.0741,0,retired,own,home_improvement,WA,0
A00404,53,136741.32,9700.98,24,0.3925,0,employed,rent,other,QLD,1
A00405,31,48767.3,11511.49,24,0.5449,0,self_employed,own,education,VIC,1
A00406,50,45941.03,12150.88,36,0.123,3,employed,rent,car,QLD,1
A00407,32,93468.02,7954.98,36,0.437,1,employed,rent,other,NSW,1
A00408,30,67668.7,10725.97,48,0.0944,0,employed,mortgage,debt_consolidation,VIC,0
A00409,58,73284.17,28726.98,48,0.5707,1,employed,own,home_improvement,WA,0
A00410,49,43100.93,3939.14,24,0.3808,0,employed,rent,education,VIC,0
A00411,39,128783.94,12773.05,36,0.2209,1,employed,rent,home_improvement,VIC,0
A00412,22,116928.26,6347.58,36,0.2475,1,self_employed,rent,education,VIC,0
A00413,32,69889.91,12237.03,24,0.2799,0,self_employed,rent,car,SA,0
A00414,60,73712.7,18104.46,48,0.173,0,employed,rent,other,NSW,0
A00415,43,21757.91,10566.39,48,0.1615,0,employed,rent,education,QLD,0
A00416,68,72183.69,17392.46,36,0.1264,0,self_employed,rent,debt_consolidation,VIC,0
A00417,65,49644.91,4213.7,60,0.6427,0,employed,mortgage,other,NSW,0
A00418,62,65858.09,21251.73,12,0.311,0,employed,own,car,NSW,1
A00419,21,73652.01,7616.88,24,0.5763,0,retired,mortgage,car,QLD,0
A00420,23,46463.33,15889.99,48,0.1238,0,employed,rent,car,NSW,0
A00421,49,,12203.39,24,0.427,2,employed,own,debt_consolidation,QLD,1
A00422,37,63929.97,2318.47,36,0.2378,0,self_employed,rent,education,VIC,0
A00423,62,38807.83,6949.06,36,0.2942,1,employed,rent,home_improvement,VIC,1
A00424,36,46695.95,12485.27,12,0.8146,0,employed,rent,debt_consolidation,WA,1
A00425,28,41273.28,27788.73,48,0.2826,0,,rent,other,NSW,0
A00426,26,46457.43,12995.53,36,0.2013,0,self_employed,rent,home_improvement,VIC,0
A00427,35,19162.6,12766.98,12,0.2231,0,unemployed,rent,car,VIC,1
A00428,51,93678.71,4686.26,24,0.0842,0,employed,rent,car,NSW,0
A00429,27,60718.62,25814.41,48,0.2312,1,employed,own,other,VIC,1
A00430,60,89333.31,32346.02,60,0.1357,1,employed,own,home_improvement,WA,0
A00431,35,132049.06,11127.17,48,0.7375,0,employed,rent,other,NSW,1
A00432,36,54729.98,9586.83,36,0.2721,0,employed,mortgage,home_improvement,QLD,0
A00433,53,24074.38,4140.49,24,0.2483,0,employed,own,education,NSW,0
A00434,63,36233.92,18582.82,24,0.1402,1,employed,mortgage,home_improvement,VIC,1
A00435,42,31473.24,55346.44,24,0.0382,0,employed,rent,debt_consolidation,VIC,1
A00436,60,43224.23,16819.06,36,0.1753,0,employed,rent,home_improvement,NSW,0
A00437,35,56153.35,23346.96,24,0.4765,2,self_employed,own,home_improvement,WA,1
A00438,27,22004.8,15142.37,24,0.3638,1,self_employed,rent,education,VIC,1
A00439,61,63203.44,6057.12,24,0.3393,0,employed,rent,debt_consolidation,NSW,0
A00440,58,27455.99,24391.83,12,0.0359,0,self_employed,mortgage,debt_consolidation,NSW,0
A00441,57,61933.37,5214.8,36,0.4387,0,employed,own,debt_consolidation,SA,0
A00442,64,51571.73,9639.27,36,0.3167,1,employed,own,other,SA,0
A00443,45,47045.29,12930.07,36,0.1979,0,employed,rent,debt_consolidation,VIC,0
A00444,30,52424.57,18578.23,60,0.0955,1,self_employed,own,debt_consolidation,NSW,1
A00445,49,42493.22,14038.96,48,0.4996,0,retired,mortgage,debt_consolidation,QLD,0
A00446,49,41125.67,13795.54,36,0.2802,0,unemployed,rent,home_improvement,NSW,0
A00447,39,25406.48,6926.48,48,0.1213,1,employed,mortgage,car,WA,0
A00448,52,53458.86,5046.13,24,0.1517,1,self_employed,own,other,NSW,0
A00449,33,124304.59,11349.04,48,0.4914,0,employed,rent,car,NSW,1
A00450,50,132087.89,7142.96,24,0.1242,0,self_employed,own,education,VIC,0
A00451,59,98205.54,4990.69,36,0.0667,0,unemployed,own,other,VIC,0
A00452,25,74429.73,5117.56,60,0.5088,0,self_employed,rent,other,NSW,1
A00453,43,39957.99,8151.22,36,0.1818,1,employed,rent,home_improvement,NSW,1
A00454,53,103697.97,3599.15,36,0.1701,1,employed,rent,home_improvement,SA,0
A00455,23,52825.15,4873.26,48,0.361,0,employed,rent,car,QLD,0
A00456,51,52522.98,4100.72,24,0.1464,0,self_employed,own,other,NSW,0
A00457,65,47521.99,12202.01,48,0.3415,0,self_employed,rent,other,WA,1
A00458,61,56465.37,13971.72,12,0.3539,2,self_employed,own,education,VIC,0
A00459,54,44540.46,36471.43,24,0.2773,1,employed,own,car,SA,1
A00460,60,52171.83,4453.66,24,0.3729,0,employed,mortgage,home_improvement,VIC,0
A00461,38,33254.0,7275.31,24,0.1964,0,employed,rent,other,NSW,0
A00462,37,45791.39,18912.28,60,0.4884,3,retired,rent,home_improvement,QLD,1
A00463,25,151183.62,9604.01,12,0.4699,0,retired,mortgage,other,VIC,1
A00464,56,52506.0,8989.4,24,0.2114,0,employed,mortgage,car,NSW,0
A00465,36,48659.52,30500.61,36,0.3421,0,employed,own,debt_consolidation,VIC,0
A00466,63,68841.94,8928.08,36,0.014,1,self_employed,mortgage,car,QLD,0
A00467,43,74507.48,5465.89,48,0.3509,1,employed,rent,home_improvement,NSW,0
A00468,64,32820.35,4963.35,24,0.3701,1,employed,rent,car,WA,0
A00469,27,49354.22,13378.67,24,0.1975,1,employed,own,other,QLD,1
A00470,28,81897.53,13136.44,48,0.1767,1,self_employed,rent,home_improvement,QLD,0
A00471,37,61170.9,4802.92,12,0.2212,0,employed,rent,home_improvement,QLD,0
A00472,22,57232.62,6055.74,12,0.1096,0,employed,own,debt_consolidation,NSW,0
A00473,45,109022.32,15075.52,24,0.3147,2,self_employed,rent,home_improvement,QLD,1
A00474,52,39934.75,15465.39,36,0.2284,0,employed,own,home_improvement,NSW,0
A00475,53,56231.68,7435.84,60,0.0673,0,self_employed,rent,home_improvement,NSW,0
A00476,31,42871.97,15888.16,36,0.3682,1,employed,rent,car,VIC,1
A00477,29,105941.12,15415.25,36,0.3748,0,employed,rent,home_improvement,NSW,0
A00478,48,22508.83,3752.4,36,0.0686,1,employed,own,car,NSW,1
A00479,52,40072.13,9070.31,36,0.122,0,employed,rent,car,QLD,0
A00480,67,42696.8,14031.71,36,0.3653,1,unemployed,rent,car,SA,1
A00481,64,73027.61,7755.48,24,0.2726,0,self_employed,rent,debt_consolidation,NSW,0
A00482,39,,3030.98,12,0.3028,1,employed,rent,car,VIC,0
A00483,28,101502.37,9229.79,24,0.2341,0,employed,rent,home_improvement,NSW,0
A00484,33,26680.42,17175.79,48,0.2589,0,employed,rent,home_improvement,VIC,1
A00485,64,75941.13,28232.9,36,0.26,1,retired,own,debt_consolidation,VIC,1
A00486,43,47478.11,2938.14,48,0.1844,0,unemployed,mortgage,education,VIC,0
A00487,69,40153.65,52469.79,12,0.0577,1,employed,mortgage,debt_consolidation,NSW,1
A00488,53,69065.17,5562.03,60,0.3478,0,employed,mortgage,car,QLD,0
A00489,50,35808.38,19422.4,24,0.15,1,employed,mortgage,other,VIC,0
A00490,25,21277.15,22937.28,60,0.3118,0,employed,rent,other,VIC,0
A00491,49,,19728.32,36,0.2666,0,employed,mortgage,debt_consolidation,QLD,1
A00492,39,27611.93,11965.36,36,0.1048,1,employed,rent,other,SA,0
A00493,62,40456.71,5448.79,48,0.638,0,employed,own,home_improvement,VIC,0
A00494,27,64035.93,15929.62,36,0.1413,0,self_employed,rent,education,SA,0
A00495,30,,7121.4,36,0.2069,1,self_employed,mortgage,other,NSW,1
A00496,53,110647.5,2407.59,24,0.2657,0,self_employed,rent,car,VIC,0
A00497,54,49521.16,59715.04,36,0.1457,0,self_employed,mortgage,car,NSW,0
A00498,61,27173.59,16728.37,24,0.2583,2,employed,own,car,VIC,1
A00499,46,38551.74,32560.21,12,0.5695,1,employed,mortgage,other,SA,0
A00500,39,35820.55,6329.82,12,0.16,0,employed,mortgage,debt_consolidation,SA,0
A00501,35,31318.95,26383.7,36,0.4358,0,employed,rent,debt_consolidation,VIC,1
A00502,39,65901.42,28393.67,24,0.0924,0,employed,mortgage,other,NSW,1
A00503,53,40523.83,27798.29,48,0.0342,0,employed,own,debt_consolidation,VIC,0
A00504,47,22251.89,10799.73,12,0.4915,0,employed,rent,other,SA,1
A00505,35,74132.94,5316.25,12,0.1483,0,employed,own,other,VIC,0
A00506,31,51526.84,9834.11,60,0.4953,1,unemployed,rent,education,NSW,1
A00507,55,63613.23,2917.08,24,0.1624,0,retired,mortgage,car,WA,0
A00508,33,56816.08,3939.43,36,0.437,1,self_employed,mortgage,other,VIC,1
A00509,31,71987.27,11558.35,24,0.4883,2,employed,own,home_improvement,VIC,1
A00510,37,55111.21,6033.97,24,0.2353,1,employed,mortgage,car,SA,1
A00511,62,94493.95,9910.32,24,0.2084,1,retired,rent,car,QLD,0
A00512,43,65594.18,10245.56,48,0.123,0,employed,own,debt_consolidation,NSW,0
A00513,50,64629.77,34837.03,12,0.1339,0,self_employed,mortgage,education,SA,0
A00514,24,65149.51,23827.03,48,0.398,0,self_employed,rent,debt_consolidation,VIC,1
A00515,37,28127.78,10647.46,60,0.5008,2,,own,debt_consolidation,NSW,1
A00516,57,50307.72,22591.74,36,0.2267,0,self_employed,rent,home_improvement,SA,0
A00517,58,48209.32,6851.15,24,0.5047,0,employed,rent,car,VIC,0
A00518,49,59480.04,8936.16,24,0.3907,1,employed,mortgage,debt_consolidation,QLD,1
A00519,63,29395.23,18885.21,24,0.4104,1,retired,own,education,QLD,0
A00520,35,113023.57,5192.67,24,0.0588,0,employed,rent,debt_consolidation,NSW,1
A00521,29,56782.01,9252.15,48,0.6774,1,employed,own,education,SA,1
A00522,24,31410.8,4951.73,12,0.1988,1,employed,mortgage,other,VIC,0
A00523,30,25109.48,11736.79,48,0.5337,0,employed,own,home_improvement,NSW,1
A00524,58,47735.03,29129.58,36,0.5888,1,employed,mortgage,car,VIC,1
A00525,65,52033.66,6965.62,12,0.3368,1,self_employed,rent,home_improvement,NSW,0
A00526,27,39213.19,12525.57,12,0.3663,1,employed,mortgage,home_improvement,SA,0
A00527,45,56469.23,6384.36,36,0.4716,0,self_employed,rent,education,QLD,0
A00528,27,40597.87,5487.73,36,0.2613,0,employed,rent,car,VIC,0
A00529,62,69441.93,5210.81,24,0.5066,0,employed,rent,education,WA,0
A00530,27,39103.07,26182.62,48,0.165,0,self_employed,own,home_improvement,WA,1
A00531,52,53245.84,45137.17,24,0.1554,2,employed,own,debt_consolidation,QLD,0
A00532,24,84160.22,14615.33,24,0.3663,1,employed,own,home_improvement,NSW,0
A00533,57,172344.56,7116.88,12,0.1974,1,employed,own,education,NSW,0
A00534,65,34425.77,16696.18,36,0.0658,1,self_employed,rent,home_improvement,WA,1
A00535,56,43957.19,8949.97,12,0.1166,0,self_employed,rent,home_improvement,WA,0
A00536,34,37126.04,17691.49,24,0.4258,0,employed,rent,other,VIC,0
A00537,62,77106.88,13024.61,48,0.3386,0,self_employed,rent,car,VIC,1
A00538,36,32317.21,12936.69,36,0.4849,0,employed,mortgage,home_improvement,VIC,0
A00539,57,43566.31,15746.38,36,0.2135,0,employed,mortgage,home_improvement,NSW,0
A00540,61,53459.49,7725.67,36,0.0292,0,unemployed,own,debt_consolidation,SA,0
A00541,44,34877.41,8581.63,36,0.0361,0,employed,rent,home_improvement,VIC,0
A00542,51,35214.17,3894.24,24,0.527,1,self_employed,mortgage,car,QLD,0
A00543,62,43737.87,8390.69,36,0.2053,1,employed,own,car,QLD,0
A00544,30,21053.07,4659.21,12,0.1526,0,employed,rent,home_improvement,NSW,1
A00545,21,28269.39,10028.55,24,0.1985,0,self_employed,rent,education,NSW,1
A00546,42,44987.26,6157.47,24,0.0693,0,employed,rent,home_improvement,NSW,0
A00547,29,57913.38,11622.99,12,0.3361,0,employed,rent,home_improvement,VIC,0
A00548,64,49831.77,14356.29,12,0.0944,0,employed,rent,debt_consolidation,QLD,0
A00549,63,24384.77,4665.39,36,0.2012,0,employed,rent,debt_consolidation,SA,0
A00550,39,43971.46,6714.55,36,0.2043,0,self_employed,mortgage,home_improvement,SA,0
A00551,36,77598.0,6210.6,24,0.3497,0,self_employed,rent,home_improvement,QLD,1
A00552,55,69573.53,17118.18,24,0.2643,0,employed,own,home_improvement,VIC,0
A00553,43,52290.16,30449.27,24,0.0971,0,employed,rent,car,VIC,0
A00554,25,36340.33,18231.79,36,0.3195,0,employed,rent,debt_consolidation,QLD,0
A00555,53,71973.07,8869.28,36,0.1545,0,self_employed,mortgage,debt_consolidation,VIC,0
A00556,56,41751.14,26344.21,60,0.2193,1,employed,rent,car,QLD,0
A00557,24,32011.11,4409.58,12,0.412,0,employed,rent,home_improvement,QLD,1
A00558,59,37760.4,26892.83,60,0.1342,0,employed,rent,other,NSW,0
A00559,47,103959.37,7378.1,60,0.2088,1,retired,rent,debt_consolidation,WA,1
A00560,61,59819.14,2062.81,24,0.4541,0,employed,own,car,NSW,0
A00561,62,91277.64,53663.2,36,0.1043,0,retired,rent,debt_consolidation,NSW,0
A00562,54,43664.85,28192.57,48,0.4752,0,employed,mortgage,debt_consolidation,SA,0
A00563,37,82633.23,5889.17,36,0.3213,1,employed,rent,other,QLD,1
A00564,39,41329.14,12105.38,24,0.1428,0,self_employed,own,other,WA,0
A00565,56,50471.18,9617.12,36,0.1303,0,retired,own,car,SA,0
A00566,24,165853.08,11629.87,48,0.415,0,employed,mortgage,car,NSW,0
A00567,32,76513.07,4491.89,12,0.2756,0,unemployed,own,education,WA,0
A00568,46,43237.93,7267.03,36,0.348,0,employed,rent,car,VIC,0
A00569,67,52147.5,14483.67,12,0.2909,1,retired,mortgage,education,NSW,1
A00570,58,62742.89,12501.67,48,0.2688,0,retired,mortgage,debt_consolidation,NSW,0
A00571,60,93405.54,22461.17,48,0.3189,0,employed,rent,car,NSW,0
A00572,30,43472.77,11474.13,12,0.1023,0,retired,mortgage,education,QLD,1
A00573,34,24745.69,44780.72,36,0.6741,0,employed,rent,education,QLD,1
A00574,34,47770.39,7119.27,36,0.0754,0,employed,mortgage,home_improvement,WA,0
A00575,57,54552.75,12779.52,12,0.3116,0,employed,rent,car,NSW,1
A00576,47,56913.74,3464.1,36,0.2312,0,employed,own,home_improvement,QLD,0
A00577,31,97979.21,5157.05,36,0.4655,2,employed,mortgage,car,NSW,1
A00578,57,,24272.9,24,0.4056,1,self_employed,own,education,NSW,0
A00579,52,78105.26,6212.5,36,0.3636,0,employed,mortgage,debt_consolidation,QLD,0
A00580,64,33007.79,15039.05,60,0.5671,2,employed,own,debt_consolidation,VIC,1
A00581,48,80061.92,10540.05,36,0.0805,1,employed,mortgage,debt_consolidation,SA,0
A00582,27,139148.77,5844.58,36,0.0328,1,employed,own,home_improvement,NSW,0
A00583,64,76711.67,8875.5,12,0.3806,0,self_employed,rent,other,NSW,0
A00584,30,60724.35,8034.18,12,0.231,0,employed,rent,education,WA,0
A00585,23,58063.63,8164.74,48,0.4595,0,employed,mortgage,home_improvement,WA,0
A00586,60,121080.88,17191.41,36,0.3396,0,employed,own,other,NSW,0
A00587,43,35695.09,16177.99,48,0.4076,1,self_employed,rent,home_improvement,VIC,1
A00588,52,51534.35,7735.26,36,0.2135,2,retired,mortgage,debt_consolidation,VIC,1
A00589,27,66642.21,6347.0,36,0.135,0,retired,own,car,NSW,0
A00590,56,75720.22,12957.14,36,0.073,0,employed,rent,home_improvement,VIC,0
A00591,40,44498.13,10300.94,36,0.5614,0,employed,own,education,QLD,0
A00592,69,62211.47,20271.46,24,0.1853,0,employed,mortgage,education,QLD,0
A00593,52,47807.38,53807.93,36,0.2495,1,self_employed,mortgage,other,NSW,0
A00594,67,57194.44,18137.82,36,0.2809,0,self_employed,own,debt_consolidation,NSW,1
A00595,59,51049.9,10712.45,36,0.545,0,self_employed,mortgage,car,NSW,1
A00596,62,32411.96,9865.25,24,0.1737,1,unemployed,rent,car,QLD,1
A00597,25,53664.07,6541.9,12,0.0478,1,employed,own,other,NSW,1
A00598,59,80395.88,6348.64,12,0.3774,0,unemployed,mortgage,other,SA,0
A00599,50,35060.9,5990.62,24,0.3745,1,self_employed,rent,other,NSW,0
A00600,40,48606.31,8628.27,48,0.1412,0,self_employed,own,car,VIC,1
